,code
3621,sh603801
3622,sh603803
3623,sh603806
3624,sh603808
3625,sh603809
3626,sh603810
3627,sh603811
3628,sh603813
3629,sh603816
3630,sh603817
3631,sh603818
3632,sh603819
3633,sh603822
3634,sh603823
3635,sh603825
3636,sh603826
3637,sh603828
3638,sh603829
3639,sh603833
3640,sh603838
3641,sh603839
3642,sh603843
3643,sh603848
3644,sh603855
3645,sh603856
3646,sh603858
3647,sh603859
3648,sh603860
3649,sh603861
3650,sh603863
3651,sh603866
3652,sh603867
3653,sh603868
3654,sh603869
3655,sh603871
3656,sh603876
3657,sh603877
3658,sh603878
3659,sh603879
3660,sh603880
3661,sh603881
3662,sh603882
3663,sh603883
3664,sh603885
3665,sh603886
3666,sh603887
3667,sh603888
3668,sh603889
3669,sh603890
3670,sh603895
3671,sh603896
3672,sh603897
3673,sh603898
3674,sh603899
3675,sh603900
3676,sh603901
3677,sh603903
3678,sh603906
3679,sh603908
3680,sh603909
3681,sh603912
3682,sh603915
3683,sh603916
3684,sh603917
3685,sh603918
3686,sh603919
3687,sh603920
3688,sh603922
3689,sh603926
3690,sh603928
3691,sh603929
3692,sh603933
3693,sh603936
3694,sh603937
3695,sh603938
3696,sh603939
3697,sh603955
3698,sh603956
3699,sh603958
3700,sh603959
3701,sh603960
3702,sh603963
3703,sh603966
3704,sh603967
3705,sh603968
3706,sh603969
3707,sh603970
3708,sh603976
3709,sh603977
3710,sh603978
3711,sh603979
3712,sh603980
3713,sh603982
3714,sh603983
3715,sh603985
3716,sh603986
3717,sh603987
3718,sh603988
3719,sh603989
3720,sh603990
3721,sh603991
3722,sh603993
3723,sh603996
3724,sh603997
3725,sh603998
3726,sh603999
3727,sh688001
3728,sh688002
3729,sh688003
3730,sh688005
3731,sh688006
3732,sh688007
3733,sh688008
3734,sh688009
3735,sh688010
3736,sh688011
3737,sh688012
3738,sh688015
3739,sh688016
3740,sh688018
3741,sh688019
3742,sh688020
3743,sh688022
3744,sh688028
3745,sh688029
3746,sh688033
3747,sh688066
3748,sh688088
3749,sh688099
3750,sh688122
3751,sh688188
3752,sh688321
3753,sh688333
3754,sh688388
